id,category,complexity,question,gold_answer
IC-03,implicit_cardinality_inference,moderate,"What cardinality does the following sentence imply for the relationship between Employee and Territory?

""Employees are assigned to territories to define their sales coverage area, and this assignment is flexible: a single employee may serve multiple territories, and a single territory may be covered by more than one employee.""","This sentence implies an M:N (many-to-many) relationship between Employee and Territory. The phrase ""a single employee may serve multiple territories"" establishes that one employee can be associated with many territories (the M side). The phrase ""a single territory may be covered by more than one employee"" establishes that one territory can be associated with many employees (the N side). Together, these two clauses define a classic many-to-many relationship. The word ""flexible"" reinforces that neither side is restricted to a single association. In an EER model, this M:N relationship (ServesTerritory) would typically be implemented as an associative entity or junction table in a relational schema. Participation appears partial on both sides — the text uses ""may"" rather than ""must,"" suggesting that an employee could exist without territory assignments and a territory could exist without assigned employees."
IC-04,implicit_cardinality_inference,moderate,"What cardinality does the following sentence imply for the relationship between Territory and Region?

""Every territory falls within exactly one region."" Also consider: ""Within each region there are one or more territories.""","These two sentences together imply an N:1 (many-to-one) relationship from Territory to Region with total participation on the Territory side. ""Every territory falls within exactly one region"" establishes that (a) participation is total for Territory — every territory must belong to a region, and (b) the cardinality on the Region side is 1 — each territory maps to precisely one region. The complementary sentence ""within each region there are one or more territories"" establishes that (a) participation on the Region side may be considered total if we interpret ""one or more"" as a minimum cardinality constraint (every region must contain at least one territory), and (b) the cardinality on the Territory side is N — one region can contain many territories. This is a classic N:1 relationship. Together, the InRegion relationship has Territory participating totally and Region participating with a minimum cardinality of 1, which is stronger than partial participation — it means no empty regions should exist in the system."
CE-01,constraint_elicitation,simple,"Read the following excerpt and propose an integrity constraint implied but not explicitly stated as a formal rule.

---
When a customer places an order, the order is recorded with the date it was placed, the date by which the customer expects delivery, and a freight charge representing the shipping cost. The freight charge should never be negative.
---","An implied integrity constraint is: the required delivery date (requiredDate) must be on or after the order date (orderDate). The text mentions both ""the date it was placed"" and ""the date by which the customer expects delivery"" as attributes of an order, and it would be logically inconsistent for a customer to expect delivery before the order was even placed. Although the text does not state this rule explicitly, it is a natural temporal ordering constraint inherent in the business process. Similarly, the freight charge constraint (""should never be negative"") is explicit, but a modeler should also consider whether freight could be zero (representing free shipping) or whether a positive minimum should apply. The phrasing ""should never be negative"" suggests freight >= 0 rather than freight > 0, allowing for zero-cost shipping scenarios."
CE-02,constraint_elicitation,moderate,"Read the following excerpts and propose an integrity constraint implied by the interaction between these two passages.

---
Passage 1: ""Each line item specifies a particular product, the quantity being ordered, the unit price agreed upon for that transaction, and an optional discount expressed as a fraction between zero and one.""

Passage 2: ""Products are tracked by name, list price, the number of units currently in stock, the number of units on order from the supplier, a reorder level, and a flag indicating whether the product has been discontinued.""
---","An important implied constraint is that the unit price on an order line may differ from the product's catalog list price. Passage 1 says ""the unit price agreed upon for that transaction,"" and Passage 2 says products have a ""list price."" The phrase ""agreed upon for that transaction"" strongly suggests the order-line price is transaction-specific and could be higher or lower than the catalog price due to negotiation, promotional pricing, or bulk discounts. This means the system must store unit price on both OrderLine (the transaction price) and Product (the catalog price) independently, and there is no strict constraint that OrderLine.unitPrice = Product.unitPrice. A modeler might also consider adding an audit constraint: for example, the order-line unit price should not exceed some multiple of the catalog price (e.g., 2x) to catch data entry errors. Additionally, the discount on the order line (between 0 and 1) applies to the order-line unit price, not the catalog price, creating a computed effective price per line item."
CE-03,constraint_elicitation,complex,"Read the following excerpts and propose integrity constraints related to the lifecycle of an order.

---
Passage 1: ""When a customer places an order, the order is recorded with the date it was placed, the date by which the customer expects delivery, and a freight charge representing the shipping cost.""

Passage 2: ""Once an order is ready to be shipped, it is assigned to a shipping company. A shipped order records the date it was dispatched and the shipper that handled the delivery. However, not every order has been shipped at any given point in time. Orders that are still being processed or are awaiting shipment will not have a shipper or a shipped date assigned to them.""

Passage 3: ""A product that has been marked as discontinued should not be added to any new orders, although historical orders that included the product before discontinuation remain valid and are kept on record.""
---","Several lifecycle constraints are implied across these passages. (1) Temporal ordering: shippedDate, when present, must be on or after orderDate. The text says the order date is when it was placed and the shipped date is when it was dispatched, so dispatching before placing is impossible. Similarly, requiredDate should be on or after orderDate. (2) Coexistence constraint: shippedDate and shipper must both be null or both be non-null. Passage 2 says ""orders that are still being processed will not have a shipper or a shipped date,"" implying these two attributes transition together — you cannot have a shipped date without a shipper or vice versa. (3) Immutability of historical orders: Passage 3 states that historical orders with discontinued products ""remain valid and are kept on record."" This implies that once an order is placed, its order lines should not be deleted or modified merely because a product is subsequently discontinued. The discontinued flag constrains new order creation, not historical data. (4) An order's freight charge is set at creation time and the text does not discuss it changing, implying freight is fixed once the order is placed. These constraints collectively define an order lifecycle: creation (orderDate set, freight set, line items established) followed optionally by shipment (shippedDate and shipper assigned together)."
AF-01,ambiguity_flagging,simple,"Flag the modeling implications of the following wording:

---
""A product that has been marked as discontinued should not be added to any new orders, although historical orders that included the product before discontinuation remain valid and are kept on record.""
---","The phrase ""should not"" introduces ambiguity about whether the discontinuation rule is a hard constraint or a soft guideline. A hard constraint would mean the system must enforce it at the data level — for example, a database trigger or check constraint that rejects any new order line referencing a discontinued product. A soft constraint would mean it is a business recommendation enforced through application logic or manual review, but the database would not prevent the insertion. The phrase ""should not"" in requirements engineering is typically weaker than ""must not"" — it suggests intention rather than strict enforcement. However, the subsequent sentence about historical orders remaining valid suggests the system designers anticipated edge cases, which argues for careful enforcement. A modeler faces a choice: implement this as a database-level constraint (ensuring no new OrderLine can reference a Product where discontinued = true) or as an application-level warning. The modeling consequence is significant: a hard constraint affects referential integrity design, while a soft constraint merely affects UI or business logic."
AF-02,ambiguity_flagging,moderate,"Flag the modeling implications of the following wording:

---
""Each order is assigned to a specific employee who is responsible for processing it, and every order must have both a customer and a responsible employee associated with it at the time it is created.""
---","The word ""handled"" (or here ""responsible for processing"") is ambiguous in its operational meaning. The text says an employee is ""responsible for processing"" the order, but it does not specify what ""processing"" entails. Does it mean the employee took the order, the employee approved it, the employee manages the customer relationship, or the employee physically prepares the shipment? This ambiguity has modeling implications. If ""handling"" is a simple assignment (one role), a single foreign key from Order to Employee suffices. But if different employees perform different roles in order processing (e.g., one takes the order, another approves it, another ships it), then the model may need multiple relationships or a more complex associative entity with a role attribute. The phrase ""at the time it is created"" further implies the assignment happens at order creation and may not change, but the text does not explicitly say whether the responsible employee can be reassigned later. A modeler should clarify whether this is a static assignment or can evolve through the order lifecycle."
AF-03,ambiguity_flagging,complex,"Flag the modeling implications of the following wording:

---
""The relationship between a product and its supplier is expected to remain stable once established."" Also: ""The company depends on timely communication with suppliers, particularly when reorder levels are triggered, so having accurate and up-to-date contact information for each supplier is considered essential.""
---","The phrase ""is expected to remain stable"" is descriptively ambiguous — it indicates a typical pattern rather than a hard constraint. ""Expected to"" in requirements engineering is weaker than ""must"" or ""shall,"" suggesting that while supplier changes are rare, they are not forbidden. This creates a modeling dilemma. Interpretation 1: The Product-Supplier relationship is immutable after creation. This means once a product is linked to a supplier, the supplierID foreign key cannot be updated. This simplifies auditing but makes it impossible to switch suppliers without creating a new product record. Interpretation 2: The relationship can change but is expected not to change frequently. This is the more flexible reading and allows supplier reassignment but may require an audit trail (e.g., a ProductSupplierHistory table) to track changes. The second sentence about ""timely communication"" reinforces that the supplier link is operationally critical, which argues for careful change management rather than immutability. A modeler should ask: if a supplier goes out of business, can its products be reassigned to a new supplier, or must new product records be created? The answer fundamentally affects the data model."
AF-04,ambiguity_flagging,complex,"Flag the modeling implications of the following wording:

---
""Employees are assigned to territories to define their sales coverage area, and this assignment is flexible: a single employee may serve multiple territories, and a single territory may be covered by more than one employee. The territories assigned to an employee collectively determine which geographic area that employee is responsible for, and this information is used for sales reporting and workload distribution.""
---","The phrase ""responsible for"" is ambiguous in terms of what it operationally entails. The text says the territory assignments determine which geographic area an employee ""is responsible for,"" but it does not define whether responsibility means (a) the employee handles all orders from customers in that territory, (b) the employee is the primary sales contact for that territory, or (c) the employee merely has permission to operate in that territory. Each interpretation has different modeling consequences. If responsibility implies exclusive sales rights, then the M:N relationship might need additional attributes like role (primary vs. backup) or effective date ranges. If responsibility is purely informational (for reporting), the junction table needs no additional attributes. The phrase ""used for sales reporting and workload distribution"" suggests operational significance but remains vague about enforcement. Additionally, the text does not specify whether a customer's territory is determined by the customer's address or by some other assignment mechanism — the link between Customer location and Territory is implied but not explicitly modeled, which could be a gap. A modeler should ask: does an order's handling employee need to be assigned to the customer's territory, or can any employee handle any order regardless of territory?"
RD-01,redundancy_detection,simple,"Are there redundant or overlapping data elements in the following excerpts?

---
Passage 1 (Product): ""Products are tracked by name, list price, the number of units currently in stock, the number of units on order from the supplier, a reorder level, and a flag indicating whether the product has been discontinued.""

Passage 2 (OrderLine): ""Each line item specifies a particular product, the quantity being ordered, the unit price agreed upon for that transaction, and an optional discount expressed as a fraction between zero and one.""
---","Yes, there is an apparent overlap in the ""price"" attribute. Product has a ""list price"" (the catalog price) and OrderLine has a ""unit price agreed upon for that transaction."" While these might appear redundant, they serve different purposes: the Product list price is the current catalog price, while the OrderLine unit price captures the historically agreed transaction price. This is intentional denormalization — if the catalog price changes after an order is placed, the order line should still reflect the price at the time of the transaction. A modeler should recognize this is not true redundancy but rather a deliberate design choice to preserve transactional integrity. However, if a modeler mistakenly assumes these are the same attribute and normalizes them into a single price, historical order data would be corrupted whenever catalog prices change. The gold standard model correctly maintains both attributes independently: Product.unitPrice for the catalog and OrderLine.unitPrice for the transaction."
RD-02,redundancy_detection,moderate,"Are there redundant or overlapping data structures in the following excerpts?

---
Passage 1 (Customer): ""Each customer is a company identified by a short code and characterized by its company name, a primary contact person with a title, a mailing address including city, region, postal code, and country, and telephone and fax numbers.""

Passage 2 (Supplier): ""A supplier is a company with a contact person, address details similar to those kept for customers, telephone and fax numbers, and optionally a reference to the supplier's home page.""

Passage 3 (Employee): ""...described by their first and last name, job title, date of birth, hire date, home address, home telephone number, an internal telephone extension, and free-text notes summarizing their background.""
---","There is significant structural overlap across Customer, Supplier, and Employee in their address and contact information. Customer has address, city, region, postalCode, country, phone, fax. Supplier has ""address details similar to those kept for customers"" — the text explicitly acknowledges the overlap. Employee has a home address and phone. A modeler could consider several approaches: (1) accept the redundancy as intentional, keeping address fields embedded in each entity (the Northwind approach); (2) extract a shared Address entity and link it via foreign keys to Customer, Supplier, and Employee; (3) create a generalization hierarchy with a supertype ""Organization"" or ""Contact"" that Customer and Supplier specialize. The text's explicit phrase ""similar to those kept for customers"" signals awareness of the pattern overlap. However, extracting a shared Address entity adds complexity and may not be justified if addresses are always 1:1 with their parent entities. The key modeling decision is whether the address structure should be normalized into a separate entity or kept as embedded attributes — both are defensible, and the requirements text does not dictate one approach over the other."
RD-03,redundancy_detection,complex,"Consider the full set of geographic and location-related information across the requirements. Are there redundant or overlapping specifications?

---
Passage 1 (Customer): ""...a mailing address including city, region, postal code, and country...""

Passage 2 (Supplier): ""A supplier is a company with a contact person, address details similar to those kept for customers...""

Passage 3 (Employee): ""...home address, home telephone number...""

Passage 4 (Territory/Region): ""The company divides its market into broad geographic regions such as Eastern, Western, Northern, and Southern. Each region is identified by a number and a descriptive name. Within each region there are one or more territories, each with its own identifier and description.""

Passage 5 (Employee-Territory): ""Employees are assigned to territories to define their sales coverage area...""
---","There is a subtle overlap between the geographic information stored in addresses (Customer.region, Supplier.region, Employee address) and the formal Region/Territory hierarchy. Customer addresses include a ""region"" field, but this is a free-text geographic component of a mailing address (e.g., ""OR"" for Oregon), not a reference to the Region entity (e.g., ""Western""). Similarly, Supplier addresses include region as an address component. The Territory/Region hierarchy is a separate, structured sales-management construct. This creates potential confusion: does a customer's address region correspond to the sales Region entity? The requirements do not link them explicitly. A modeler might incorrectly try to enforce referential integrity between Customer.region and Region.regionDescription, but these are conceptually different — one is a mailing address component, the other is a sales management structure. The text also does not specify how customers are assigned to territories for sales purposes — is it by their mailing address or by a separate assignment? This gap means the territory system and the customer address system are parallel but unconnected geographic representations, which could lead to inconsistencies in sales reporting."
SB-01,scope_boundary_identification,simple,"Based on the following excerpts, where does the product catalog subsystem end and the supplier management subsystem begin?

---
""The product catalog organizes items into categories such as Beverages, Condiments, and Confections. Each category has a name and a brief description of the kinds of products it contains. Every product belongs to exactly one category, and a category may contain many products. Products are tracked by name, list price, the number of units currently in stock, the number of units on order from the supplier, a reorder level, and a flag indicating whether the product has been discontinued.""

""Each product is sourced from exactly one supplier. A supplier is a company with a contact person, address details similar to those kept for customers, telephone and fax numbers, and optionally a reference to the supplier's home page. A supplier may provide multiple products, and the relationship between a product and its supplier is expected to remain stable once established.""
---","The product catalog subsystem encompasses Product and Category entities and the BelongsToCategory relationship. Its concern is organizing products for internal use and customer-facing browsing: product names, list prices, stock levels, reorder levels, discontinued flags, and category assignments. The supplier management subsystem encompasses the Supplier entity and the SuppliedBy relationship. Its concern is maintaining supplier contact information and the product-supplier linkage for procurement purposes. Product sits at the boundary between these two subsystems — it belongs to the catalog (categorization, pricing, inventory) but also participates in supplier management (sourcing). The attributes unitsOnOrder and reorderLevel on Product are procurement-oriented and arguably belong to the supplier management domain, while unitPrice, unitsInStock, and discontinued are catalog-oriented. A clear boundary would place Product in the catalog subsystem and make SuppliedBy the bridge relationship to the supplier subsystem. The phrase ""particularly when reorder levels are triggered"" ties the two subsystems together operationally."
SB-02,scope_boundary_identification,moderate,"Based on the following excerpts, where does order management end and shipping begin?

---
Passage 1: ""When a customer places an order, the order is recorded with the date it was placed, the date by which the customer expects delivery, and a freight charge representing the shipping cost. An order consists of one or more line items, and an order with no line items would not be meaningful.""

Passage 2: ""Once an order is ready to be shipped, it is assigned to a shipping company. The company works with several shippers, each identified by a number and characterized by a company name and telephone number. A shipped order records the date it was dispatched and the shipper that handled the delivery. However, not every order has been shipped at any given point in time. Orders that are still being processing or are awaiting shipment will not have a shipper or a shipped date assigned to them.""
---","The order management subsystem covers order creation and its composition: Order (orderDate, requiredDate, freight), OrderLine (quantity, unitPrice, discount), and the relationships PlacedBy (to Customer), HandledBy (to Employee), HasOrderLine, and IncludesProduct. The shipping subsystem covers dispatch: Shipper entity and the ShippedBy relationship, plus the shippedDate attribute on Order. The boundary is interesting because it cuts through the Order entity itself. Order's creation-time attributes (orderDate, requiredDate, freight, customer, employee, line items) belong to order management, while Order's shipping-time attributes (shippedDate, shipper) belong to the shipping subsystem. The freight attribute is ambiguous — it represents ""shipping cost"" but is recorded at order creation time, before actual shipping occurs. This suggests freight is an estimated or pre-agreed charge rather than an actual shipping cost. A clean subsystem boundary would place the transition at ""once an order is ready to be shipped,"" meaning order management handles everything up to that point, and shipping handles the Shipper assignment and dispatch date recording."
SB-03,scope_boundary_identification,complex,"Based on the following excerpts, where does the staffing/HR subsystem end and the territory/region management subsystem begin?

---
Passage 1: ""The company employs a team of staff members, each identified by a unique number and described by their first and last name, job title, date of birth, hire date, home address, home telephone number, an internal telephone extension, and free-text notes summarizing their background. Employees are organized in a reporting hierarchy: most employees report to a single manager, who is also an employee.""

Passage 2: ""Employees are also responsible for handling customer orders, and a given employee may handle many orders over time, while each order is handled by exactly one employee.""

Passage 3: ""For sales territory management, the company divides its market into broad geographic regions such as Eastern, Western, Northern, and Southern. Each region is identified by a number and a descriptive name. Within each region there are one or more territories, each with its own identifier and description. Every territory falls within exactly one region. Employees are assigned to territories to define their sales coverage area.""
---","The staffing/HR subsystem encompasses the Employee entity's personal attributes (name, title, birthDate, hireDate, address, phone, extension, notes) and the ReportsTo self-referencing hierarchy. Its primary concerns are human resource management, organizational structure, and approval workflows. The territory/region management subsystem encompasses Territory, Region, the InRegion relationship (Territory to Region), and the ServesTerritory relationship (Employee to Territory). Its primary concern is geographic sales coverage and reporting. Employee sits at the boundary of both subsystems, similar to how Product straddles catalog and supplier management. The HandledBy relationship (Passage 2) connects Employee to the order management subsystem, making Employee a hub entity that participates in three subsystems: HR/staffing, territory management, and order processing. A key boundary question is whether territory assignment is an HR function (part of employee management) or a sales management function (part of geographic coverage planning). The text places it under ""sales territory management,"" suggesting it belongs to the territory subsystem, with Employee being a shared entity. The reporting hierarchy (ReportsTo) is purely HR, while ServesTerritory is purely sales geography, but both reference the same Employee entity."
AD-01,anomaly_detection,moderate,"Read the following excerpts and flag any potential modeling anomalies, such as missing constraints, incomplete specifications, or contradictions.

---
""Each customer is a company identified by a short code and characterized by its company name, a primary contact person with a title, a mailing address including city, region, postal code, and country, and telephone and fax numbers. A customer may place multiple orders over time, though some customers who have been set up in the system may not have placed any orders yet.""

""Every order must have both a customer and a responsible employee associated with it at the time it is created.""
---","Several anomalies are detectable. (1) Deletion anomaly: the text does not specify what happens to orders when a customer is deleted or deactivated. If a customer record is removed, all associated orders would lose their foreign key reference, violating the constraint that ""every order must have both a customer."" The requirements do not mention cascading deletes, restricted deletes, or soft deletes (marking customers inactive). (2) The text says customers have ""a primary contact person,"" implying there may be secondary contacts, but the model only stores one contactName and contactTitle. If the primary contact leaves the company, the requirements do not address how to update or archive this information. (3) The phrase ""identified by a short code"" is vague — it does not specify the format, length, or uniqueness enforcement mechanism for the customer identifier, which could lead to data quality issues. (4) The requirements do not address whether a customer's attributes (address, phone, etc.) can change over time and, if so, whether historical values need to be preserved for orders placed under the old address."
AD-02,anomaly_detection,complex,"Read the following excerpts and flag potential modeling anomalies related to the order lifecycle and product discontinuation.

---
Passage 1: ""An order consists of one or more line items, and an order with no line items would not be meaningful. Each line item specifies a particular product, the quantity being ordered, the unit price agreed upon for that transaction, and an optional discount expressed as a fraction between zero and one.""

Passage 2: ""A product that has been marked as discontinued should not be added to any new orders, although historical orders that included the product before discontinuation remain valid and are kept on record.""

Passage 3: ""Once an order is ready to be shipped, it is assigned to a shipping company. However, not every order has been shipped at any given point in time. Orders that are still being processed or are awaiting shipment will not have a shipper or a shipped date assigned to them.""
---","Several anomalies emerge when cross-referencing these passages. (1) Race condition: if a product is discontinued while an order containing it is still being processed (not yet shipped), should the order be allowed to proceed? Passage 2 says discontinued products should not be added to ""new orders,"" but what about orders already in progress? The text does not define the boundary between ""new"" and ""historical."" (2) Order line deletion anomaly: Passage 1 says ""an order with no line items would not be meaningful,"" but if all products on an existing order are discontinued and the order needs to be modified, removing those line items could leave an empty order. The requirements do not address this scenario. (3) Missing order status: the requirements imply at least two states — unshipped and shipped — but do not model an explicit status attribute. Without a formal state machine, edge cases are undefined: can a shipped order be un-shipped? Can an order be cancelled? (4) The discount attribute is described as ""optional"" and ""expressed as a fraction between zero and one,"" but the text does not specify the default value when no discount is applied. Is it null or zero? This affects how totals are computed. (5) There is no constraint linking the freight charge to the shipper — freight is set at order creation, but the shipper is assigned later, potentially creating inconsistencies if freight depends on the shipper's rates."
AD-03,anomaly_detection,complex,"Read the following excerpts and flag potential modeling anomalies related to the employee hierarchy and territory assignments.

---
Passage 1: ""Employees are organized in a reporting hierarchy: most employees report to a single manager, who is also an employee. However, the top-level executive does not report to anyone, and it is not possible for an employee to report to themselves. This hierarchy is used for approval workflows and performance tracking.""

Passage 2: ""Employees are assigned to territories to define their sales coverage area, and this assignment is flexible: a single employee may serve multiple territories, and a single territory may be covered by more than one employee. The territories assigned to an employee collectively determine which geographic area that employee is responsible for, and this information is used for sales reporting and workload distribution.""

Passage 3: ""Employees are also responsible for handling customer orders, and a given employee may handle many orders over time, while each order is handled by exactly one employee.""
---","Several anomalies are identifiable. (1) Circular hierarchy risk: the text prohibits an employee from reporting to themselves, but does not explicitly prohibit longer cycles (e.g., A reports to B, B reports to C, C reports to A). The constraint ""it is not possible for an employee to report to themselves"" prevents only direct self-reference, not transitive cycles. Enforcing acyclicity in the full hierarchy requires additional constraints beyond a simple self-referencing foreign key. (2) Missing temporal dimension: territory assignments are described as ""flexible,"" but there is no mention of effective dates or history tracking. If an employee's territory assignments change, historical sales reports could become inaccurate since there is no record of which territories an employee served during a given period. (3) No link between territory and order: Passage 3 says employees handle orders and Passage 2 says employees are assigned to territories, but the requirements do not specify whether an employee should only handle orders from customers in their assigned territories. This gap means there is no enforced geographic consistency between employee assignments and order handling. (4) The text does not specify minimum territory coverage — can an employee exist with zero territory assignments? The word ""may"" in Passage 2 suggests yes, which could leave gaps in geographic coverage. (5) The single-manager constraint does not address what happens if a manager leaves the company — subordinates' ReportsTo references would need updating, but the requirements do not specify this."
CA-01,completeness_assessment,moderate,"Read the following excerpt and identify entities or relationships that are implied but not explicitly stated.

---
""Each customer is a company identified by a short code and characterized by its company name, a primary contact person with a title, a mailing address including city, region, postal code, and country, and telephone and fax numbers.""

""A supplier is a company with a contact person, address details similar to those kept for customers, telephone and fax numbers, and optionally a reference to the supplier's home page.""

""...described by their first and last name, job title, date of birth, hire date, home address, home telephone number, an internal telephone extension...""
---","Several implied-but-unstated modeling elements are detectable. (1) Address as a separate entity: the text describes address components (city, region, postalCode, country) for Customer, Supplier, and Employee, but never defines Address as an independent entity. A modeler could extract a shared Address entity to reduce redundancy, but the text does not require it. (2) Contact as a potential entity: Customer has a ""primary contact person with a title,"" and Supplier has ""a contact person."" The word ""primary"" for Customer implies there could be secondary contacts, suggesting a separate Contact entity with a 1:N relationship to Customer. But the requirements only model one contact per customer. (3) Country and City as entities: the address includes country and city as simple attributes, but in a more normalized design, these could be reference entities (Country table, City table) to ensure consistency. The text does not suggest this level of normalization. (4) Phone number structure: the text mentions phone, fax, and homePhone across entities but does not address whether these should support multiple numbers per entity or follow a specific format. A more complete specification would define a PhoneNumber entity or at least format constraints."
CA-02,completeness_assessment,complex,"Read the following excerpts and assess what is missing from the discount specification.

---
""Each line item specifies a particular product, the quantity being ordered, the unit price agreed upon for that transaction, and an optional discount expressed as a fraction between zero and one.""

""Each customer is a company identified by a short code and characterized by its company name, a primary contact person with a title, a mailing address including city, region, postal code, and country, and telephone and fax numbers.""

""Products are tracked by name, list price, the number of units currently in stock, the number of units on order from the supplier, a reorder level, and a flag indicating whether the product has been discontinued.""
---","The discount specification is notably incomplete in several ways. (1) The origin of the discount is unspecified: the text says an OrderLine has an ""optional discount"" but does not explain what drives it. Is the discount based on the customer (loyalty discount), the product (promotional pricing), the quantity ordered (volume discount), or a combination? Without this specification, a modeler cannot determine whether discount should be a derived attribute or a manually entered value. (2) There is no Discount entity or policy: the requirements do not define discount tiers, rules, or schedules. If discounts follow a structured policy (e.g., 10% for orders over $500, 15% for preferred customers), this implies a missing DiscountPolicy or PricingRule entity. (3) The relationship between discount and Customer is undefined: are some customers entitled to automatic discounts? The Customer entity has no loyalty tier or discount rate attribute. (4) The relationship between discount and Product is undefined: can certain products never be discounted (e.g., already-discounted clearance items)? (5) The text says the discount is ""a fraction between zero and one"" but does not clarify whether zero and one are inclusive or exclusive — can a discount of 0 (no discount) or 1 (100% free) be valid? These gaps mean the discount model is underspecified for production use."
CA-03,completeness_assessment,complex,"Read the following excerpt and assess what entities, relationships, or constraints are implied but missing from an inventory management perspective.

---
""Products are tracked by name, list price, the number of units currently in stock, the number of units on order from the supplier, a reorder level, and a flag indicating whether the product has been discontinued. When the stock on hand for a product drops below its reorder level, the product is considered to need reordering from the supplier.""

""Each product is sourced from exactly one supplier. A supplier is a company with a contact person, address details similar to those kept for customers, telephone and fax numbers, and optionally a reference to the supplier's home page. A supplier may provide multiple products, and the relationship between a product and its supplier is expected to remain stable once established. The company depends on timely communication with suppliers, particularly when reorder levels are triggered, so having accurate and up-to-date contact information for each supplier is considered essential.""

""Each line item specifies a particular product, the quantity being ordered, the unit price agreed upon for that transaction, and an optional discount expressed as a fraction between zero and one. The quantity on each line item is expected to be a whole number greater than zero.""
---","The inventory management specification is incomplete in several important ways. (1) No PurchaseOrder entity: the text mentions ""units on order from the supplier"" and ""reorder levels,"" implying a procurement process, but there is no entity to track purchase orders sent to suppliers. Without a PurchaseOrder entity (with attributes like PO number, date, expected delivery, quantities per product), the system cannot manage the procurement lifecycle. (2) No stock update mechanism: the text describes unitsInStock and unitsOnOrder but does not specify how these values are updated. When a customer order is shipped, should unitsInStock be decremented automatically? When a supplier shipment arrives, should unitsOnOrder decrease and unitsInStock increase? These processes imply missing relationships or triggers. (3) No reorder event tracking: ""when the stock on hand drops below its reorder level"" triggers a need for reordering, but there is no entity or mechanism to record when a reorder alert was raised, whether it was acted upon, or what quantity was ordered. (4) No Warehouse or StockLocation entity: the text assumes a single stock level per product, but does not address whether the company has multiple warehouses or storage locations. (5) No supplier lead time: the text emphasizes ""timely communication"" but does not track how long a supplier typically takes to fulfill orders, which would be essential for effective reorder point calculations."
